experiment,Run,run_key,n_positions,n_unique_positions,ap,vc,f,TCond,Fx,Fy,Fz,F,Ra_mean,Ra_std,Rsk_mean,Rsk_std,Rku_mean,Rku_std,RSm_mean,RSm_std,Rt_mean,Rt_std,Tool,Condition,mrr_proxy,condition_key
Exp2,2_033_L3_11_a,Exp2:2_033_L3_11_a,6,0,0.25,350.0,0.11,0.1,105.6,117.5,51.42,166.1373721,0.4298333333333333,0.019508117968339914,0.46683333333333327,0.2759473983690853,3.2955,0.47613348968540326,102.38333333333334,11.054486268780952,2.8929999999999993,0.3700508073224541,33,11,9.625,0.25|350|0.11|0.1
Exp2,2_033_L3_11_b,Exp2:2_033_L3_11_b,6,0,0.25,350.0,0.11,0.1,106.8,114.0,52.58,164.8238344,0.43733333333333335,0.018832595855767374,0.2953333333333333,0.12166621004480524,2.3818333333333332,0.14444295298375293,54.1,2.6630809225406575,2.428833333333333,0.15885013901997908,33,11,9.625,0.25|350|0.11|0.1
Exp2,2_033_L3_12_d,Exp2:2_033_L3_12_d,6,0,0.25,350.0,0.13,0.1,117.9,107.7,48.52,166.8948483,0.6148333333333333,0.05430807183712811,0.321,0.10493807697875923,2.0995000000000004,0.37874991749174025,60.9,2.334951819631401,2.8641666666666663,0.2476315138803352,33,12,11.375,0.25|350|0.13|0.1
Exp2,2_033_L3_12_e,Exp2:2_033_L3_12_e,6,0,0.25,350.0,0.13,0.1,115.9,106.1,47.52,164.158979,0.5871666666666666,0.018925291719460162,0.3858333333333333,0.09055918874783865,2.0791666666666666,0.11942431354907039,64.55000000000001,4.939939270881781,2.8621666666666665,0.16378695511751432,33,12,11.375,0.25|350|0.13|0.1
Exp2,2_033_L3_9_c,Exp2:2_033_L3_9_c,6,0,0.25,350.0,0.07,0.1,74.01,81.01,39.07,116.4755987,0.49183333333333334,0.05824574376438736,0.24433333333333332,0.059995555390934305,1.8339999999999999,0.05590706574307045,69.76666666666667,0.6531972647421815,2.236166666666666,0.2312430899868506,33,9,6.125000000000001,0.25|350|0.07|0.1
Exp2,2_033_L3_9_g,Exp2:2_033_L3_9_g,6,0,0.25,350.0,0.07,0.1,70.45,72.78,38.13,108.2313624,0.474,0.0045166359162544705,0.3796666666666666,0.06007883709482622,1.9654999999999998,0.0553994584811079,37.26666666666666,1.1343133018115705,2.1651666666666665,0.1318338600916573,33,9,6.125000000000001,0.25|350|0.07|0.1
Exp2,2_043_L1_1_e,Exp2:2_043_L1_1_e,6,0,0.25,350.0,0.07,0.0,51.5,45.96,25.9,73.72504052,0.24233333333333337,0.015081998099279386,0.42449999999999993,0.06152966764090311,1.9066666666666665,0.08078778785600382,70.7,0.7348469228349511,1.1585,0.08092898121192432,43,1,6.125000000000001,0.25|350|0.07|0
Exp2,2_043_L1_1_g,Exp2:2_043_L1_1_g,6,0,0.25,350.0,0.07,0.0,55.29,44.64,24.17,75.0593272,0.152,0.009591663046625447,0.26666666666666666,0.1462294999877476,2.3521666666666667,0.12093868970129734,35.11666666666667,3.00760148069299,0.9216666666666665,0.05645765374744745,43,1,6.125000000000001,0.25|350|0.07|0
Exp2,2_043_L1_2_b,Exp2:2_043_L1_2_b,6,0,0.25,350.0,0.09,0.0,63.37,52.39,27.34,86.64839641,0.3618333333333333,0.04512390349544979,0.9845,0.11144998878420756,3.228333333333333,0.22183206861647986,89.91666666666667,2.7235393638915286,2.037333333333333,0.25526038992892464,43,2,7.875,0.25|350|0.09|0
Exp2,2_043_L1_2_f,Exp2:2_043_L1_2_f,6,0,0.25,350.0,0.09,0.0,63.52,49.88,25.1,84.57431525,0.32483333333333336,0.02793146374013841,0.26733333333333337,0.16086474650048926,1.9204999999999999,0.14061401068172408,80.25,3.394554462665168,1.5523333333333333,0.1788101413977033,43,2,7.875,0.25|350|0.09|0
Exp2,2_043_L1_3_c,Exp2:2_043_L1_3_c,6,0,0.25,350.0,0.11,0.0,70.71,56.16,26.94,94.23170008,0.5385,0.05444538547939578,1.1631666666666665,0.17669002990170857,3.6395,0.35954401677680564,109.65000000000002,1.9685019685029492,3.0084999999999997,0.21095568254967687,43,3,9.625,0.25|350|0.11|0
Exp2,2_043_L1_3_h,Exp2:2_043_L1_3_h,6,0,0.25,350.0,0.11,0.0,74.77,54.71,24.75,95.89733834,0.3225,0.010672394295564618,0.9499999999999998,0.0724265144819216,3.1361666666666665,0.15836087479761746,58.28333333333334,4.43144069876453,1.774,0.06138403701289123,43,3,9.625,0.25|350|0.11|0
Exp2,2_043_L1_4_a,Exp2:2_043_L1_4_a,6,0,0.25,350.0,0.13,0.0,80.23,61.8,28.33,105.1602672,1.0586666666666666,0.016872067646458395,0.9945,0.06741142336429337,2.7718333333333334,0.10032231390207591,129.63333333333335,1.8618986725025255,4.932166666666666,0.4214643124472897,43,4,11.375,0.25|350|0.13|0
Exp2,2_043_L1_4_d,Exp2:2_043_L1_4_d,6,0,0.25,350.0,0.13,0.0,79.98,61.15,26.48,104.1024174,0.8803333333333333,0.04952036618066013,0.8071666666666667,0.06136258360488634,2.5509999999999997,0.07748806359691787,130.25000000000003,3.6059672766124797,4.114333333333334,0.2574775071082261,43,4,11.375,0.25|350|0.13|0
Exp2,2_053_L1_5_e,Exp2:2_053_L1_5_e,6,0,0.5,350.0,0.07,0.0,104.3,55.74,60.61,132.8872067,0.46116666666666667,0.016388003742575437,0.5228333333333334,0.06662557066672425,2.146833333333333,0.1079581709120096,70.71666666666668,0.6493586579592695,2.2031666666666667,0.09163932925696622,53,5,12.250000000000002,0.5|350|0.07|0
Exp2,2_053_L1_5_h,Exp2:2_053_L1_5_h,6,0,0.5,350.0,0.07,0.0,111.5,55.01,62.36,139.093924,0.3463333333333333,0.010385887861259933,0.2841666666666666,0.0698667779897332,1.9006666666666667,0.10596162827489326,70.75,1.1827933040053982,1.6908333333333332,0.1762582385781348,53,5,12.250000000000002,0.5|350|0.07|0
Exp2,2_053_L1_6_c,Exp2:2_053_L1_6_c,6,0,0.5,350.0,0.09,0.0,125.1,65.95,67.73,156.8016754,0.8468333333333334,0.08118969556949124,0.7093333333333334,0.08552816300299373,2.299,0.16738339224666232,90.36666666666667,0.8115828156551035,3.7146666666666666,0.209523904761883,53,6,15.75,0.5|350|0.09|0
Exp2,2_053_L1_6_f,Exp2:2_053_L1_6_f,6,0,0.5,350.0,0.09,0.0,128.2,64.97,65.88,158.102863,0.6278333333333334,0.03223300585838475,0.4649999999999999,0.02496397404260788,2.019333333333334,0.07280018314995278,90.38333333333333,0.7305249254246349,2.827,0.10823677748344132,53,6,15.75,0.5|350|0.09|0
Exp2,2_053_L1_7_b,Exp2:2_053_L1_7_b,6,0,0.5,350.0,0.11,0.0,148.5,75.7,74.01,182.3738471,1.1048333333333336,0.015471479136354974,0.759,0.04304880950734875,2.4491666666666667,0.06731245550911574,110.51666666666667,0.8841191473249875,5.011666666666667,0.2644281881091096,53,7,19.25,0.5|350|0.11|0
Exp2,2_053_L1_7_d,Exp2:2_053_L1_7_d,6,0,0.5,350.0,0.11,0.0,153.3,74.33,73.5,185.5480771,1.0898333333333334,0.11265419063073805,0.5423333333333333,0.0689772909490266,2.0818333333333334,0.08875903709857749,108.88333333333333,1.0998484744121195,4.782333333333333,0.4799431910827225,53,7,19.25,0.5|350|0.11|0
Exp2,2_053_L1_8_a,Exp2:2_053_L1_8_a,6,0,0.5,350.0,0.13,0.0,168.0,86.76,79.87,205.2571911,1.631,0.04358440087921367,0.6703333333333333,0.06897439138308267,2.2083333333333335,0.09092341099335573,129.3166666666667,1.81594787003005,6.817333333333333,0.608915976688629,53,8,22.75,0.5|350|0.13|0
Exp2,2_053_L1_8_g,Exp2:2_053_L1_8_g,6,0,0.5,350.0,0.13,0.0,174.1,84.62,76.44,208.1211859,1.0241666666666667,0.02294704047729616,0.5976666666666667,0.10401858808245126,2.3928333333333334,0.12003069051982768,130.53333333333333,1.1518101695447343,4.978666666666666,0.32897760815390853,53,8,22.75,0.5|350|0.13|0
Exp2,2_081_L6_21_b,Exp2:2_081_L6_21_b,6,0,0.5,350.0,0.07,0.3,170.1,224.2,198.1,344.1558659,0.42416666666666664,0.031694899694851016,0.7018333333333334,0.49119544650440994,2.9576666666666664,0.6124389493383537,70.46666666666667,1.902279334552803,2.486333333333333,0.08686925040925958,81,21,12.250000000000002,0.5|350|0.07|0.3
Exp2,2_081_L6_21_e,Exp2:2_081_L6_21_e,6,0,0.5,350.0,0.07,0.3,168.7,217.0,179.0,328.0086737,0.5063333333333333,0.02312286026136617,0.3316666666666667,0.10202287325235782,3.0701666666666667,0.14839867474700263,59.78333333333333,3.8607857576750697,3.1443333333333334,0.16432244723916042,81,21,12.250000000000002,0.5|350|0.07|0.3
Exp2,2_081_L6_22_c,Exp2:2_081_L6_22_c,6,0,0.5,350.0,0.13,0.3,230.0,232.0,189.2,377.5190591,0.8953333333333333,0.03295249105404125,0.5951666666666666,0.08665429398862277,2.5189999999999997,0.147701049420781,130.0,2.351169921549702,4.687333333333333,0.258002842361604,81,24,22.75,0.5|350|0.13|0.3
Exp2,2_081_L6_22_d,Exp2:2_081_L6_22_d,6,0,0.5,350.0,0.09,0.3,195.0,229.7,190.6,356.5325371,0.4836666666666667,0.016705288583758932,0.8441666666666667,0.062294194486056755,3.5254999999999996,0.04770220120707216,70.21666666666667,15.976910423065737,3.183833333333333,0.11850808692518279,81,22,15.75,0.5|350|0.09|0.3
Exp2,2_081_L6_22_h,Exp2:2_081_L6_22_h,6,0,0.5,350.0,0.09,0.3,195.1,221.2,174.9,342.9044473,0.47783333333333333,0.0072778201864752414,0.9631666666666666,0.07246355405765482,3.6895000000000002,0.20391934680162152,81.45,6.58809532414339,3.1090000000000004,0.0799049435266681,81,22,15.75,0.5|350|0.09|0.3
Exp2,2_081_L6_23_a,Exp2:2_081_L6_23_a,6,0,0.5,350.0,0.11,0.3,213.5,243.7,206.6,384.2596778,0.633,0.041070670800462984,0.4096666666666667,0.07352731918590986,2.9124999999999996,0.13616130140388652,109.28333333333335,1.7848435972562584,3.9903333333333335,0.3260721801483019,81,23,19.25,0.5|350|0.11|0.3
Exp2,2_081_L6_23_f,Exp2:2_081_L6_23_f,6,0,0.5,350.0,0.11,0.3,209.9,226.3,178.9,356.7560932,0.7316666666666668,0.009892758294159766,0.5618333333333334,0.03957482364669065,2.459166666666667,0.0772409649516801,107.06666666666668,4.896393230395888,3.9186666666666667,0.14132043966343524,81,23,19.25,0.5|350|0.11|0.3
Exp2,2_081_L6_24_g,Exp2:2_081_L6_24_g,6,0,0.5,350.0,0.13,0.3,228.3,221.4,172.0,361.5561505,0.8361666666666666,0.016388003742575423,0.5128333333333334,0.06253772194976938,2.276666666666667,0.05914952803418357,128.86666666666665,4.185052767488917,4.3075,0.11159345858965032,81,24,22.75,0.5|350|0.13|0.3
